black,white,turn,win
3500,5700,43,1
3500,5800,43,1
3500,5900,35,1
3500,6000,43,1
3500,6100,39,1
3500,6200,35,1
3500,6300,38,1
3500,6400,49,0
3500,6500,35,1
3500,6600,55,1
3500,6700,43,1
3500,6800,35,1
3500,6900,31,1
3500,7000,43,1
3500,7100,39,1
3500,7200,43,1
3500,7300,35,1
3500,7400,35,1
3500,7500,35,1
3500,7600,35,1
3500,7700,43,1
3500,7800,43,1
3500,7900,29,0
3500,8000,35,1
3600,0,29,0
3600,100,29,0
3600,200,45,0
3600,300,36,0
3600,400,39,1
3600,500,37,0
3600,600,28,0
3600,700,37,0
3600,800,40,0
3600,900,25,0
3600,1000,29,0
3600,1100,28,0
3600,1200,36,0
3600,1300,35,1
3600,1400,29,0
3600,1500,28,0
3600,1600,35,1
3600,1700,29,0
3600,1800,41,0
3600,1900,35,1
3600,2000,43,1
3600,2100,43,1
3600,2200,49,0
3600,2300,39,1
3600,2400,53,0
3600,2500,35,1
3600,2600,43,1
3600,2700,67,1
3600,2800,29,0
3600,2900,39,1
3600,3000,35,1
3600,3100,37,0
3600,3200,35,1
3600,3300,39,1
3600,3400,35,1
3600,3500,37,0
3600,3600,35,1
3600,3700,35,1
3600,3800,35,1
3600,3900,39,1
3600,4000,29,0
3600,4100,41,0
3600,4200,41,0
3600,4300,41,0
3600,4400,37,0
3600,4500,49,0
3600,4600,47,1
3600,4700,35,1
3600,4800,45,0
3600,4900,41,0
3600,5000,35,1
3600,5100,39,1
3600,5200,45,0
3600,5300,41,0
3600,5400,35,1
3600,5500,49,0
3600,5600,39,1
3600,5700,31,1
3600,5800,59,1
3600,5900,39,1
3600,6000,29,0
3600,6100,43,1
3600,6200,35,1
3600,6300,69,0
3600,6400,35,1
3600,6500,35,1
3600,6600,35,1
3600,6700,43,1
3600,6800,35,1
3600,6900,43,1
3600,7000,39,1
3600,7100,35,1
3600,7200,35,1
3600,7300,39,1
3600,7400,69,0
3600,7500,35,1
3600,7600,27,1
3600,7700,27,1
3600,7800,59,1
3600,7900,83,1
3600,8000,29,0
3700,0,49,0
3700,100,29,0
3700,200,49,0
3700,300,33,0
3700,400,53,0
3700,500,49,0
3700,600,47,1
3700,700,41,0
3700,800,41,0
3700,900,65,0
3700,1000,31,1
3700,1100,43,1
3700,1200,45,0
3700,1300,33,0
3700,1400,41,0
3700,1500,33,0
3700,1600,33,0
3700,1700,33,0
3700,1800,41,0
3700,1900,49,0
3700,2000,67,1
3700,2100,41,0
3700,2200,53,0
3700,2300,33,0
3700,2400,37,0
3700,2500,33,0
3700,2600,37,0
3700,2700,33,0
3700,2800,51,1
3700,2900,47,1
3700,3000,40,0
3700,3100,45,0
3700,3200,39,1
3700,3300,31,1
3700,3400,41,0
3700,3500,59,1
3700,3600,41,0
3700,3700,37,0
3700,3800,33,0
3700,3900,31,1
3700,4000,33,0
3700,4100,33,0
3700,4200,39,1
3700,4300,41,0
3700,4400,33,0
3700,4500,61,0
3700,4600,31,1
3700,4700,41,0
3700,4800,35,1
3700,4900,35,1
3700,5000,65,0
3700,5100,35,1
3700,5200,31,1
3700,5300,47,1
3700,5400,39,1
3700,5500,41,0
3700,5600,51,1
3700,5700,31,1
3700,5800,35,1
3700,5900,39,1
3700,6000,35,1
3700,6100,31,1
3700,6200,35,1
3700,6300,47,1
3700,6400,47,1
3700,6500,57,0
3700,6600,33,0
3700,6700,47,1
3700,6800,37,0
3700,6900,47,1
3700,7000,51,1
3700,7100,77,0
3700,7200,57,0
3700,7300,51,1
3700,7400,35,1
3700,7500,57,0
3700,7600,63,1
3700,7700,71,1
3700,7800,43,1
3700,7900,55,1
3700,8000,69,0
3800,0,33,0
3800,100,49,0
3800,200,39,1
3800,300,33,0
3800,400,37,0
3800,500,35,1
3800,600,35,1
3800,700,53,0
3800,800,37,0
3800,900,71,1
3800,1000,37,0
3800,1100,33,0
3800,1200,41,0
3800,1300,31,1
3800,1400,35,1
3800,1500,33,0
3800,1600,45,0
3800,1700,43,1
3800,1800,47,1
3800,1900,47,1
3800,2000,43,1
3800,2100,45,0
3800,2200,39,1
3800,2300,37,0
3800,2400,33,0
3800,2500,35,1
3800,2600,37,0
3800,2700,51,1
3800,2800,31,1
3800,2900,47,1
3800,3000,37,0
3800,3100,39,1
3800,3200,35,1
3800,3300,47,1
3800,3400,41,0
3800,3500,53,0
3800,3600,33,0
3800,3700,19,1
3800,3800,47,1
3800,3900,45,0
3800,4000,39,1
3800,4100,35,1
3800,4200,35,1
3800,4300,35,1
3800,4400,53,0
3800,4500,51,1
3800,4600,43,1
3800,4700,61,0
3800,4800,35,1
3800,4900,79,1
3800,5000,19,1
3800,5100,53,0
3800,5200,91,1
3800,5300,47,1
3800,5400,51,1
3800,5500,57,0
3800,5600,47,1
3800,5700,39,1
3800,5800,45,0
3800,5900,51,1
3800,6000,47,1
3800,6100,39,1
3800,6200,47,1
3800,6300,39,1
3800,6400,39,1
3800,6500,39,1
3800,6600,35,1
3800,6700,41,0
3800,6800,19,1
3800,6900,47,1
3800,7000,43,1
3800,7100,35,1
3800,7200,39,1
3800,7300,39,1
3800,7400,35,1
3800,7500,34,1
3800,7600,42,1
3800,7700,41,0
3800,7800,39,1
3800,7900,19,1
3800,8000,69,0
3900,0,33,0
3900,100,37,0
3900,200,44,0
3900,300,28,0
3900,400,33,0
3900,500,29,0
3900,600,29,0
3900,700,37,0
3900,800,45,0
3900,900,25,0
3900,1000,29,0
3900,1100,28,0
3900,1200,29,0
3900,1300,37,0
3900,1400,33,0
3900,1500,29,0
3900,1600,38,1
3900,1700,29,0
3900,1800,29,0
3900,1900,61,0
3900,2000,39,1
3900,2100,47,1
3900,2200,47,1
3900,2300,43,1
3900,2400,37,0
3900,2500,39,1
3900,2600,39,1
3900,2700,25,0
3900,2800,57,0
3900,2900,50,1
3900,3000,35,1
3900,3100,49,0
3900,3200,35,1
3900,3300,25,0
3900,3400,35,1
3900,3500,29,0
3900,3600,41,0
3900,3700,35,1
3900,3800,41,0
3900,3900,41,0
3900,4000,28,0
3900,4100,29,0
3900,4200,35,1
3900,4300,25,0
3900,4400,29,0
3900,4500,51,1
3900,4600,61,0
3900,4700,39,1
3900,4800,43,1
3900,4900,35,1
3900,5000,43,1
3900,5100,51,1
3900,5200,53,0
3900,5300,49,0
3900,5400,35,1
3900,5500,43,1
3900,5600,37,0
3900,5700,31,1
3900,5800,55,1
3900,5900,37,0
3900,6000,41,0
3900,6100,43,1
3900,6200,31,1
3900,6300,39,1
3900,6400,41,0
3900,6500,35,1
3900,6600,35,1
3900,6700,37,0
3900,6800,35,1
3900,6900,45,0
3900,7000,35,1
3900,7100,43,1
3900,7200,35,1
3900,7300,47,1
3900,7400,37,0
3900,7500,39,1
3900,7600,49,0
3900,7700,55,1
3900,7800,35,1
3900,7900,29,0
3900,8000,103,1
4000,0,29,0
4000,100,37,0
4000,200,33,0
4000,300,41,0
4000,400,37,0
4000,500,37,0
4000,600,28,0
4000,700,37,0
4000,800,45,0
4000,900,25,0
4000,1000,29,0
4000,1100,28,0
4000,1200,29,0
4000,1300,41,0
4000,1400,45,0
4000,1500,29,0
4000,1600,33,0
4000,1700,29,0
4000,1800,29,0
4000,1900,37,0
4000,2000,33,0
4000,2100,29,0
4000,2200,35,1
4000,2300,49,0
4000,2400,45,0
4000,2500,43,1
4000,2600,35,1
4000,2700,35,1
4000,2800,47,1
4000,2900,41,0
4000,3000,35,1
4000,3100,33,0
4000,3200,35,1
4000,3300,41,0
4000,3400,47,1
4000,3500,37,0
4000,3600,35,1
4000,3700,43,1
4000,3800,33,0
4000,3900,41,0
4000,4000,28,0
4000,4100,29,0
4000,4200,31,1
4000,4300,37,0
4000,4400,37,0
4000,4500,39,1
4000,4600,35,1
4000,4700,31,1
4000,4800,41,0
4000,4900,37,0
4000,5000,47,1
4000,5100,43,1
4000,5200,41,0
4000,5300,29,0
4000,5400,31,1
4000,5500,43,1
4000,5600,46,1
4000,5700,35,1
4000,5800,45,0
4000,5900,43,1
4000,6000,47,1
4000,6100,39,1
4000,6200,31,1
4000,6300,39,1
4000,6400,35,1
4000,6500,31,1
4000,6600,35,1
4000,6700,27,1
4000,6800,39,1
4000,6900,37,0
4000,7000,39,1
4000,7100,46,1
4000,7200,43,1
4000,7300,39,1
4000,7400,39,1
4000,7500,31,1
4000,7600,39,1
4000,7700,51,1
4000,7800,35,1
4000,7900,55,1
4000,8000,75,1
4100,0,37,0
4100,100,33,0
4100,200,41,0
4100,300,45,0
4100,400,47,1
4100,500,43,1
4100,600,41,0
4100,700,31,1
4100,800,45,0
4100,900,41,0
4100,1000,31,1
4100,1100,27,1
4100,1200,41,0
4100,1300,32,0
4100,1400,49,0
4100,1500,37,0
4100,1600,37,0
4100,1700,35,1
4100,1800,37,0
4100,1900,37,0
4100,2000,37,0
4100,2100,33,0
4100,2200,45,0
4100,2300,32,0
4100,2400,45,0
4100,2500,53,0
4100,2600,37,0
4100,2700,33,0
4100,2800,39,1
4100,2900,33,0
4100,3000,31,1
4100,3100,32,0
4100,3200,37,0
4100,3300,45,0
4100,3400,51,1
4100,3500,41,0
4100,3600,41,0
4100,3700,45,0
4100,3800,27,1
4100,3900,32,0
4100,4000,73,0
4100,4100,49,0
4100,4200,25,0
4100,4300,45,0
4100,4400,40,0
4100,4500,33,0
4100,4600,37,0
4100,4700,27,1
4100,4800,37,0
4100,4900,37,0
4100,5000,45,0
4100,5100,43,1
4100,5200,41,0
4100,5300,37,0
4100,5400,37,0
4100,5500,30,1
4100,5600,33,0
4100,5700,39,1
4100,5800,45,0
4100,5900,53,0
4100,6000,49,0
4100,6100,25,0
4100,6200,31,1
4100,6300,31,1
4100,6400,41,0
4100,6500,59,1
4100,6600,49,0
4100,6700,41,0
4100,6800,53,0
4100,6900,73,0
4100,7000,39,1
4100,7100,45,0
4100,7200,39,1
4100,7300,53,0
4100,7400,37,0
4100,7500,27,1
4100,7600,43,1
4100,7700,37,0
4100,7800,31,1
4100,7900,37,0
4100,8000,35,1
4200,0,29,0
4200,100,28,0
4200,200,33,0
4200,300,36,0
4200,400,41,0
4200,500,39,1
4200,600,33,0
4200,700,37,0
4200,800,41,0
4200,900,33,0
4200,1000,37,0
4200,1100,79,1
4200,1200,37,0
4200,1300,77,0
4200,1400,37,0
4200,1500,33,0
4200,1600,33,0
4200,1700,25,0
4200,1800,45,0
4200,1900,49,0
4200,2000,39,1
4200,2100,41,0
4200,2200,43,1
4200,2300,29,0
4200,2400,29,0
4200,2500,32,0
4200,2600,39,1
4200,2700,29,0
4200,2800,35,1
4200,2900,31,1
4200,3000,37,0
4200,3100,39,1
4200,3200,57,0
4200,3300,37,0
4200,3400,37,0
4200,3500,59,1
4200,3600,33,0
4200,3700,65,0
4200,3800,32,0
4200,3900,41,0
4200,4000,32,0
4200,4100,39,1
4200,4200,31,1
4200,4300,49,0
4200,4400,33,0
4200,4500,49,0
4200,4600,31,1
4200,4700,37,0
4200,4800,29,0
4200,4900,29,0
4200,5000,39,1
4200,5100,39,1
4200,5200,41,0
4200,5300,47,1
4200,5400,39,1
4200,5500,53,0
4200,5600,39,1
4200,5700,39,1
4200,5800,37,0
4200,5900,37,0
4200,6000,35,1
4200,6100,43,1
4200,6200,37,0
4200,6300,39,1
4200,6400,49,0
4200,6500,33,0
4200,6600,39,1
4200,6700,41,0
4200,6800,47,1
4200,6900,39,1
4200,7000,51,1
4200,7100,43,1
4200,7200,33,0
4200,7300,73,0
4200,7400,55,1
4200,7500,41,0
4200,7600,55,1
4200,7700,71,1
4200,7800,47,1
4200,7900,33,0
4200,8000,39,1
4300,0,29,0
4300,100,37,0
4300,200,49,0
4300,300,37,0
4300,400,37,0
4300,500,32,0
4300,600,29,0
4300,700,45,0
4300,800,53,0
4300,900,25,0
4300,1000,37,0
4300,1100,29,0
4300,1200,29,0
4300,1300,43,1
4300,1400,41,0
4300,1500,29,0
4300,1600,33,0
4300,1700,29,0
4300,1800,29,0
4300,1900,51,1
4300,2000,43,1
4300,2100,29,0
4300,2200,35,1
4300,2300,45,0
4300,2400,37,0
4300,2500,35,1
4300,2600,35,1
4300,2700,41,0
4300,2800,49,0
4300,2900,57,0
4300,3000,39,1
4300,3100,33,0
4300,3200,35,1
4300,3300,53,0
4300,3400,39,1
4300,3500,33,0
4300,3600,31,1
4300,3700,43,1
4300,3800,33,0
4300,3900,39,1
4300,4000,29,0
4300,4100,29,0
4300,4200,31,1
4300,4300,49,0
4300,4400,33,0
4300,4500,41,0
4300,4600,35,1
4300,4700,31,1
4300,4800,41,0
4300,4900,39,1
4300,5000,47,1
4300,5100,39,1
4300,5200,39,1
4300,5300,29,0
4300,5400,31,1
4300,5500,33,0
4300,5600,51,1
4300,5700,35,1
4300,5800,45,0
4300,5900,39,1
4300,6000,51,1
4300,6100,39,1
4300,6200,35,1
4300,6300,39,1
4300,6400,47,1
4300,6500,47,1
4300,6600,35,1
4300,6700,69,0
4300,6800,39,1
4300,6900,49,0
4300,7000,33,0
4300,7100,41,0
4300,7200,43,1
4300,7300,58,1
4300,7400,43,1
4300,7500,35,1
4300,7600,43,1
4300,7700,41,0
4300,7800,31,1
4300,7900,63,1
4300,8000,29,0
4400,0,37,0
4400,100,37,0
4400,200,45,0
4400,300,41,0
4400,400,33,0
4400,500,49,0
4400,600,55,1
4400,700,55,1
4400,800,51,1
4400,900,44,0
4400,1000,33,0
4400,1100,33,0
4400,1200,41,0
4400,1300,25,0
4400,1400,35,1
4400,1500,37,0
4400,1600,37,0
4400,1700,45,0
4400,1800,39,1
4400,1900,57,0
4400,2000,37,0
4400,2100,45,0
4400,2200,33,0
4400,2300,41,0
4400,2400,45,0
4400,2500,35,1
4400,2600,33,0
4400,2700,45,0
4400,2800,69,0
4400,2900,73,0
4400,3000,33,0
4400,3100,49,0
4400,3200,31,1
4400,3300,33,0
4400,3400,45,0
4400,3500,59,1
4400,3600,45,0
4400,3700,49,0
4400,3800,51,1
4400,3900,49,0
4400,4000,33,0
4400,4100,49,0
4400,4200,37,0
4400,4300,75,1
4400,4400,47,1
4400,4500,55,1
4400,4600,45,0
4400,4700,38,1
4400,4800,43,1
4400,4900,41,0
4400,5000,39,1
4400,5100,51,1
4400,5200,49,0
4400,5300,39,1
4400,5400,37,0
4400,5500,59,1
4400,5600,53,0
4400,5700,59,1
4400,5800,41,0
4400,5900,43,1
4400,6000,37,0
4400,6100,45,0
4400,6200,31,1
4400,6300,37,0
4400,6400,53,0
4400,6500,33,0
4400,6600,59,1
4400,6700,43,1
4400,6800,41,0
4400,6900,45,0
4400,7000,35,1
4400,7100,39,1
4400,7200,33,0
4400,7300,51,1
4400,7400,41,0
4400,7500,51,1
4400,7600,41,0
4400,7700,43,1
4400,7800,43,1
4400,7900,57,0
4400,8000,39,1
4500,0,29,0
4500,100,29,0
4500,200,41,0
4500,300,41,0
4500,400,69,0
4500,500,37,0
4500,600,28,0
4500,700,37,0
4500,800,33,0
4500,900,53,0
4500,1000,29,0
4500,1100,29,0
4500,1200,29,0
4500,1300,33,0
4500,1400,41,0
4500,1500,29,0
4500,1600,39,1
4500,1700,55,1
4500,1800,29,0
4500,1900,38,1
4500,2000,43,1
4500,2100,33,0
4500,2200,27,1
4500,2300,33,0
4500,2400,33,0
4500,2500,35,1
4500,2600,35,1
4500,2700,33,0
4500,2800,41,0
4500,2900,43,1
4500,3000,49,0
4500,3100,33,0
4500,3200,35,1
4500,3300,35,1
4500,3400,47,1
4500,3500,37,0
4500,3600,31,1
4500,3700,39,1
4500,3800,57,0
4500,3900,31,1
4500,4000,28,0
4500,4100,37,0
4500,4200,35,1
4500,4300,43,1
4500,4400,33,0
4500,4500,35,1
4500,4600,35,1
4500,4700,35,1
4500,4800,35,1
4500,4900,35,1
4500,5000,43,1
4500,5100,31,1
4500,5200,35,1
4500,5300,31,1
4500,5400,35,1
4500,5500,39,1
4500,5600,39,1
4500,5700,51,1
4500,5800,43,1
4500,5900,35,1
4500,6000,35,1
4500,6100,51,1
4500,6200,41,0
4500,6300,35,1
4500,6400,49,0
4500,6500,61,0
4500,6600,35,1
4500,6700,39,1
4500,6800,39,1
4500,6900,43,1
4500,7000,35,1
4500,7100,47,1
4500,7200,53,0
4500,7300,47,1
4500,7400,47,1
4500,7500,45,0
4500,7600,43,1
4500,7700,49,0
4500,7800,35,1
4500,7900,35,1
4500,8000,45,0
4600,0,33,0
4600,100,29,0
4600,200,60,0
4600,300,28,0
4600,400,45,0
4600,500,41,0
4600,600,29,0
4600,700,37,0
4600,800,41,0
4600,900,25,0
4600,1000,29,0
4600,1100,29,0
4600,1200,29,0
4600,1300,33,0
4600,1400,45,0
4600,1500,29,0
4600,1600,39,1
4600,1700,37,0
4600,1800,29,0
4600,1900,41,0
4600,2000,41,0
4600,2100,53,0
4600,2200,27,1
4600,2300,33,0
4600,2400,57,0
4600,2500,35,1
4600,2600,35,1
4600,2700,33,0
4600,2800,37,0
4600,2900,29,0
4600,3000,43,1
4600,3100,37,0
4600,3200,35,1
4600,3300,47,1
4600,3400,65,0
4600,3500,41,0
4600,3600,31,1
4600,3700,37,0
4600,3800,35,1
4600,3900,47,1
4600,4000,61,0
4600,4100,41,0
4600,4200,35,1
4600,4300,45,0
4600,4400,33,0
4600,4500,39,1
4600,4600,35,1
4600,4700,35,1
4600,4800,47,1
4600,4900,39,1
4600,5000,47,1
4600,5100,47,1
4600,5200,76,0
4600,5300,33,0
4600,5400,43,1
4600,5500,33,0
4600,5600,29,0
4600,5700,35,1
4600,5800,35,1
4600,5900,47,1
4600,6000,43,1
4600,6100,63,1
4600,6200,35,1
4600,6300,39,1
4600,6400,43,1
4600,6500,31,1
4600,6600,35,1
4600,6700,35,1
4600,6800,39,1
4600,6900,73,0
4600,7000,39,1
4600,7100,39,1
4600,7200,45,0
4600,7300,41,0
4600,7400,39,1
4600,7500,35,1
4600,7600,27,1
4600,7700,47,1
4600,7800,35,1
4600,7900,55,1
4600,8000,37,0
4700,0,33,0
4700,100,33,0
4700,200,37,0
4700,300,37,0
4700,400,41,0
4700,500,37,0
4700,600,29,0
4700,700,29,0
4700,800,41,0
4700,900,41,0
4700,1000,65,0
4700,1100,29,0
4700,1200,29,0
4700,1300,41,0
4700,1400,33,0
4700,1500,29,0
4700,1600,45,0
4700,1700,29,0
4700,1800,29,0
4700,1900,51,1
4700,2000,49,0
4700,2100,71,1
4700,2200,43,1
4700,2300,45,0
4700,2400,37,0
4700,2500,35,1
4700,2600,35,1
4700,2700,51,1
4700,2800,31,1
4700,2900,37,0
4700,3000,39,1
4700,3100,33,0
4700,3200,37,0
4700,3300,79,1
4700,3400,35,1
4700,3500,37,0
4700,3600,31,1
4700,3700,49,0
4700,3800,45,0
4700,3900,29,0
4700,4000,29,0
4700,4100,29,0
4700,4200,33,0
4700,4300,41,0
4700,4400,37,0
4700,4500,41,0
4700,4600,63,1
4700,4700,35,1
4700,4800,41,0
4700,4900,41,0
4700,5000,67,1
4700,5100,41,0
4700,5200,41,0
4700,5300,41,0
4700,5400,69,0
4700,5500,67,1
4700,5600,39,1
4700,5700,65,0
4700,5800,32,0
4700,5900,33,0
4700,6000,29,0
4700,6100,33,0
4700,6200,35,1
4700,6300,39,1
4700,6400,27,1
4700,6500,39,1
4700,6600,35,1
4700,6700,27,1
4700,6800,39,1
4700,6900,51,1
4700,7000,47,1
4700,7100,33,0
4700,7200,37,0
4700,7300,69,0
4700,7400,93,0
4700,7500,35,1
4700,7600,37,0
4700,7700,39,1
4700,7800,35,1
4700,7900,47,1
4700,8000,35,1
4800,0,33,0
4800,100,37,0
4800,200,41,0
4800,300,28,0
4800,400,41,0
4800,500,32,0
4800,600,29,0
4800,700,37,0
4800,800,33,0
4800,900,25,0
4800,1000,45,0
4800,1100,40,0
4800,1200,33,0
4800,1300,39,1
4800,1400,41,0
4800,1500,29,0
4800,1600,39,1
4800,1700,33,0
4800,1800,29,0
4800,1900,39,1
4800,2000,33,0
4800,2100,41,0
4800,2200,33,0
4800,2300,55,1
4800,2400,33,0
4800,2500,35,1
4800,2600,41,0
4800,2700,51,1
4800,2800,55,1
4800,2900,39,1
4800,3000,37,0
4800,3100,43,1
4800,3200,83,1
4800,3300,33,0
4800,3400,37,0
4800,3500,33,0
4800,3600,37,0
4800,3700,67,1
4800,3800,41,0
4800,3900,37,0
4800,4000,29,0
4800,4100,37,0
4800,4200,33,0
4800,4300,55,1
4800,4400,33,0
4800,4500,47,1
4800,4600,37,0
4800,4700,41,0
4800,4800,47,1
4800,4900,43,1
4800,5000,39,1
4800,5100,43,1
4800,5200,35,1
4800,5300,61,0
4800,5400,45,0
4800,5500,41,0
4800,5600,39,1
4800,5700,36,0
4800,5800,53,0
4800,5900,55,1
4800,6000,39,1
4800,6100,81,0
4800,6200,35,1
4800,6300,27,1
4800,6400,35,1
4800,6500,35,1
4800,6600,35,1
4800,6700,39,1
4800,6800,39,1
4800,6900,39,1
4800,7000,39,1
4800,7100,35,1
4800,7200,41,0
4800,7300,39,1
4800,7400,39,1
4800,7500,35,1
4800,7600,43,1
4800,7700,43,1
4800,7800,41,0
4800,7900,29,0
4800,8000,41,0
4900,0,33,0
4900,100,33,0
4900,200,45,0
4900,300,28,0
4900,400,41,0
4900,500,39,1
4900,600,33,0
4900,700,33,0
4900,800,41,0
4900,900,34,1
4900,1000,41,0
4900,1100,29,0
4900,1200,45,0
4900,1300,41,0
4900,1400,41,0
4900,1500,33,0
4900,1600,33,0
4900,1700,25,0
4900,1800,29,0
4900,1900,41,0
4900,2000,43,1
4900,2100,37,0
4900,2200,53,0
4900,2300,65,0
4900,2400,33,0
4900,2500,35,1
4900,2600,37,0
4900,2700,40,0
4900,2800,67,1
4900,2900,43,1
4900,3000,35,1
4900,3100,37,0
4900,3200,37,0
4900,3300,37,0
4900,3400,35,1
4900,3500,53,0
4900,3600,45,0
4900,3700,39,1
4900,3800,32,0
4900,3900,71,1
4900,4000,29,0
4900,4100,39,1
4900,4200,33,0
4900,4300,45,0
4900,4400,33,0
4900,4500,77,0
4900,4600,45,0
4900,4700,41,0
4900,4800,41,0
4900,4900,33,0
4900,5000,37,0
4900,5100,41,0
4900,5200,41,0
4900,5300,29,0
4900,5400,41,0
4900,5500,33,0
4900,5600,37,0
4900,5700,36,0
4900,5800,41,0
4900,5900,33,0
4900,6000,35,1
4900,6100,43,1
4900,6200,37,0
4900,6300,39,1
4900,6400,47,1
4900,6500,39,1
4900,6600,39,1
4900,6700,27,1
4900,6800,41,0
4900,6900,55,1
4900,7000,39,1
4900,7100,67,1
4900,7200,33,0
4900,7300,58,1
4900,7400,49,0
4900,7500,41,0
4900,7600,27,1
4900,7700,49,0
4900,7800,33,0
4900,7900,19,1
4900,8000,39,1
5000,0,45,0
5000,100,33,0
5000,200,41,0
5000,300,33,0
5000,400,37,0
5000,500,37,0
5000,600,33,0
5000,700,39,1
5000,800,37,0
5000,900,35,1
5000,1000,64,0
5000,1100,29,0
5000,1200,41,0
5000,1300,32,0
5000,1400,53,0
5000,1500,37,0
5000,1600,33,0
5000,1700,37,0
5000,1800,41,0
5000,1900,41,0
5000,2000,39,1
5000,2100,43,1
5000,2200,65,0
5000,2300,33,0
5000,2400,41,0
5000,2500,33,0
5000,2600,33,0
5000,2700,33,0
5000,2800,41,0
5000,2900,33,0
5000,3000,33,0
5000,3100,41,0
5000,3200,35,1
5000,3300,35,1
5000,3400,37,0
5000,3500,37,0
5000,3600,45,0
5000,3700,29,0
5000,3800,29,0
5000,3900,45,0
5000,4000,33,0
5000,4100,37,0
5000,4200,33,0
5000,4300,45,0
5000,4400,37,0
5000,4500,33,0
5000,4600,41,0
5000,4700,47,1
5000,4800,35,1
5000,4900,41,0
5000,5000,45,0
5000,5100,41,0
5000,5200,41,0
5000,5300,29,0
5000,5400,37,0
5000,5500,33,0
5000,5600,41,0
5000,5700,35,1
5000,5800,49,0
5000,5900,35,1
5000,6000,35,1
5000,6100,51,1
5000,6200,33,0
5000,6300,51,1
5000,6400,49,0
5000,6500,35,1
5000,6600,37,0
5000,6700,38,1
5000,6800,37,0
5000,6900,45,0
5000,7000,39,1
5000,7100,37,0
5000,7200,29,0
5000,7300,65,0
5000,7400,41,0
5000,7500,41,0
5000,7600,45,0
5000,7700,35,1
5000,7800,45,0
5000,7900,55,1
5000,8000,75,1
5100,0,57,0
5100,100,41,0
5100,200,41,0
5100,300,33,0
5100,400,37,0
5100,500,31,1
5100,600,37,0
5100,700,29,0
5100,800,33,0
5100,900,35,1
5100,1000,31,1
5100,1100,29,0
5100,1200,41,0
5100,1300,33,0
5100,1400,53,0
5100,1500,33,0
5100,1600,37,0
5100,1700,49,0
5100,1800,41,0
5100,1900,41,0
5100,2000,37,0
5100,2100,33,0
5100,2200,63,1
5100,2300,37,0
5100,2400,37,0
5100,2500,32,0
5100,2600,37,0
5100,2700,33,0
5100,2800,51,1
5100,2900,33,0
5100,3000,33,0
5100,3100,59,1
5100,3200,41,0
5100,3300,41,0
5100,3400,33,0
5100,3500,53,0
5100,3600,79,1
5100,3700,37,0
5100,3800,32,0
5100,3900,41,0
5100,4000,32,0
5100,4100,27,1
5100,4200,49,0
5100,4300,33,0
5100,4400,39,1
5100,4500,39,1
5100,4600,47,1
5100,4700,29,0
5100,4800,41,0
5100,4900,43,1
5100,5000,39,1
5100,5100,43,1
5100,5200,34,1
5100,5300,45,0
5100,5400,39,1
5100,5500,37,0
5100,5600,49,0
5100,5700,49,0
5100,5800,33,0
5100,5900,33,0
5100,6000,29,0
5100,6100,41,0
5100,6200,33,0
5100,6300,39,1
5100,6400,79,1
5100,6500,31,1
5100,6600,27,1
5100,6700,47,1
5100,6800,39,1
5100,6900,51,1
5100,7000,51,1
5100,7100,57,0
5100,7200,33,0
5100,7300,51,1
5100,7400,39,1
5100,7500,39,1
5100,7600,35,1
5100,7700,39,1
5100,7800,39,1
5100,7900,55,1
5100,8000,75,1
5200,0,49,0
5200,100,37,0
5200,200,33,0
5200,300,28,0
5200,400,37,0
5200,500,41,0
5200,600,28,0
5200,700,41,0
5200,800,33,0
5200,900,33,0
5200,1000,29,0
5200,1100,29,0
5200,1200,29,0
5200,1300,47,1
5200,1400,53,0
5200,1500,29,0
5200,1600,33,0
5200,1700,41,0
5200,1800,29,0
5200,1900,39,1
5200,2000,37,0
5200,2100,69,0
5200,2200,31,1
5200,2300,69,0
5200,2400,33,0
5200,2500,35,1
5200,2600,35,1
5200,2700,39,1
5200,2800,36,0
5200,2900,27,1
5200,3000,41,0
5200,3100,35,1
5200,3200,33,0
5200,3300,51,1
5200,3400,41,0
5200,3500,49,0
5200,3600,37,0
5200,3700,41,0
5200,3800,32,0
5200,3900,31,1
5200,4000,29,0
5200,4100,41,0
5200,4200,104,0
5200,4300,33,0
5200,4400,35,1
5200,4500,39,1
5200,4600,47,1
5200,4700,35,1
5200,4800,39,1
5200,4900,41,0
5200,5000,39,1
5200,5100,41,0
5200,5200,49,0
5200,5300,33,0
5200,5400,31,1
5200,5500,33,0
5200,5600,40,0
5200,5700,41,0
5200,5800,49,0
5200,5900,43,1
5200,6000,27,1
5200,6100,49,0
5200,6200,35,1
5200,6300,31,1
5200,6400,49,0
5200,6500,31,1
5200,6600,35,1
5200,6700,39,1
5200,6800,47,1
5200,6900,39,1
5200,7000,35,1
5200,7100,37,0
5200,7200,33,0
5200,7300,58,1
5200,7400,39,1
5200,7500,35,1
5200,7600,27,1
5200,7700,39,1
5200,7800,35,1
5200,7900,33,0
5200,8000,43,1
5300,0,45,0
5300,100,41,0
5300,200,33,0
5300,300,33,0
5300,400,37,0
5300,500,65,0
5300,600,37,0
5300,700,39,1
5300,800,33,0
5300,900,31,1
5300,1000,31,1
5300,1100,35,1
5300,1200,45,0
5300,1300,41,0
5300,1400,53,0
5300,1500,33,0
