black,white,turn,win
1800,1800,33,0
1800,1900,39,1
1800,2000,57,0
1800,2100,27,1
1800,2200,33,0
1800,2300,51,1
1800,2400,33,0
1800,2500,35,1
1800,2600,35,1
1800,2700,37,0
1800,2800,41,0
1800,2900,83,1
1800,3000,43,1
1800,3100,33,0
1800,3200,37,0
1800,3300,45,0
1800,3400,31,1
1800,3500,35,1
1800,3600,31,1
1800,3700,39,1
1800,3800,45,0
1800,3900,53,0
1800,4000,41,0
1800,4100,29,0
1800,4200,37,0
1800,4300,41,0
1800,4400,31,1
1800,4500,41,0
1800,4600,35,1
1800,4700,41,0
1800,4800,37,0
1800,4900,45,0
1800,5000,43,1
1800,5100,45,0
1800,5200,45,0
1800,5300,47,1
1800,5400,43,1
1800,5500,47,1
1800,5600,46,1
1800,5700,39,1
1800,5800,63,1
1800,5900,39,1
1800,6000,51,1
1800,6100,65,0
1800,6200,35,1
1800,6300,39,1
1800,6400,37,0
1800,6500,31,1
1800,6600,31,1
1800,6700,45,0
1800,6800,35,1
1800,6900,35,1
1800,7000,47,1
1800,7100,39,1
1800,7200,35,1
1800,7300,39,1
1800,7400,43,1
1800,7500,39,1
1800,7600,37,0
1800,7700,55,1
1800,7800,27,1
1800,7900,41,0
1800,8000,33,0
1900,0,49,0
1900,100,33,0
1900,200,51,1
1900,300,35,1
1900,400,45,0
1900,500,31,1
1900,600,47,1
1900,700,57,0
1900,800,45,0
1900,900,25,0
1900,1000,53,0
1900,1100,31,1
1900,1200,33,0
1900,1300,41,0
1900,1400,49,0
1900,1500,35,1
1900,1600,33,0
1900,1700,37,0
1900,1800,29,0
1900,1900,47,1
1900,2000,45,0
1900,2100,33,0
1900,2200,35,1
1900,2300,41,0
1900,2400,33,0
1900,2500,35,1
1900,2600,35,1
1900,2700,41,0
1900,2800,51,1
1900,2900,55,1
1900,3000,43,1
1900,3100,41,0
1900,3200,35,1
1900,3300,41,0
1900,3400,35,1
1900,3500,35,1
1900,3600,35,1
1900,3700,53,0
1900,3800,35,1
1900,3900,41,0
1900,4000,55,1
1900,4100,29,0
1900,4200,35,1
1900,4300,45,0
1900,4400,31,1
1900,4500,29,0
1900,4600,35,1
1900,4700,35,1
1900,4800,55,1
1900,4900,49,0
1900,5000,35,1
1900,5100,49,0
1900,5200,41,0
1900,5300,49,0
1900,5400,35,1
1900,5500,43,1
1900,5600,46,1
1900,5700,35,1
1900,5800,37,0
1900,5900,37,0
1900,6000,43,1
1900,6100,35,1
1900,6200,31,1
1900,6300,39,1
1900,6400,59,1
1900,6500,35,1
1900,6600,35,1
1900,6700,27,1
1900,6800,35,1
1900,6900,41,0
1900,7000,39,1
1900,7100,35,1
1900,7200,73,0
1900,7300,39,1
1900,7400,46,1
1900,7500,31,1
1900,7600,59,1
1900,7700,51,1
1900,7800,35,1
1900,7900,33,0
1900,8000,41,0
2000,0,29,0
2000,100,29,0
2000,200,37,0
2000,300,36,0
2000,400,33,0
2000,500,29,0
2000,600,37,0
2000,700,49,0
2000,800,45,0
2000,900,25,0
2000,1000,29,0
2000,1100,33,0
2000,1200,29,0
2000,1300,41,0
2000,1400,53,0
2000,1500,33,0
2000,1600,35,1
2000,1700,45,0
2000,1800,39,1
2000,1900,57,0
2000,2000,45,0
2000,2100,45,0
2000,2200,35,1
2000,2300,53,0
2000,2400,83,1
2000,2500,39,1
2000,2600,35,1
2000,2700,41,0
2000,2800,47,1
2000,2900,59,1
2000,3000,47,1
2000,3100,77,0
2000,3200,35,1
2000,3300,53,0
2000,3400,35,1
2000,3500,41,0
2000,3600,53,0
2000,3700,35,1
2000,3800,35,1
2000,3900,53,0
2000,4000,63,1
2000,4100,29,0
2000,4200,39,1
2000,4300,40,0
2000,4400,29,0
2000,4500,47,1
2000,4600,35,1
2000,4700,39,1
2000,4800,33,0
2000,4900,45,0
2000,5000,35,1
2000,5100,35,1
2000,5200,41,0
2000,5300,29,0
2000,5400,35,1
2000,5500,39,1
2000,5600,67,1
2000,5700,37,0
2000,5800,37,0
2000,5900,41,0
2000,6000,47,1
2000,6100,37,0
2000,6200,43,1
2000,6300,39,1
2000,6400,47,1
2000,6500,35,1
2000,6600,35,1
2000,6700,41,0
2000,6800,35,1
2000,6900,61,0
2000,7000,47,1
2000,7100,35,1
2000,7200,39,1
2000,7300,58,1
2000,7400,41,0
2000,7500,35,1
2000,7600,45,0
2000,7700,33,0
2000,7800,35,1
2000,7900,55,1
2000,8000,59,1
2100,0,49,0
2100,100,33,0
2100,200,37,0
2100,300,28,0
2100,400,35,1
2100,500,31,1
2100,600,28,0
2100,700,37,0
2100,800,41,0
2100,900,25,0
2100,1000,61,0
2100,1100,31,1
2100,1200,29,0
2100,1300,45,0
2100,1400,35,1
2100,1500,31,1
2100,1600,43,1
2100,1700,33,0
2100,1800,29,0
2100,1900,69,0
2100,2000,39,1
2100,2100,45,0
2100,2200,43,1
2100,2300,43,1
2100,2400,33,0
2100,2500,35,1
2100,2600,32,0
2100,2700,25,0
2100,2800,47,1
2100,2900,56,0
2100,3000,43,1
2100,3100,35,1
2100,3200,43,1
2100,3300,37,0
2100,3400,35,1
2100,3500,35,1
2100,3600,35,1
2100,3700,43,1
2100,3800,51,1
2100,3900,33,0
2100,4000,45,0
2100,4100,37,0
2100,4200,31,1
2100,4300,35,1
2100,4400,31,1
2100,4500,35,1
2100,4600,80,0
2100,4700,35,1
2100,4800,35,1
2100,4900,35,1
2100,5000,47,1
2100,5100,61,0
2100,5200,35,1
2100,5300,47,1
2100,5400,35,1
2100,5500,43,1
2100,5600,47,1
2100,5700,35,1
2100,5800,37,0
2100,5900,37,0
2100,6000,59,1
2100,6100,35,1
2100,6200,31,1
2100,6300,57,0
2100,6400,59,1
2100,6500,35,1
2100,6600,35,1
2100,6700,35,1
2100,6800,39,1
2100,6900,45,0
2100,7000,43,1
2100,7100,35,1
2100,7200,43,1
2100,7300,35,1
2100,7400,49,0
2100,7500,31,1
2100,7600,41,0
2100,7700,47,1
2100,7800,33,0
2100,7900,55,1
2100,8000,29,0
2200,0,29,0
2200,100,29,0
2200,200,33,0
2200,300,39,1
2200,400,41,0
2200,500,47,1
2200,600,36,0
2200,700,37,0
2200,800,37,0
2200,900,25,0
2200,1000,49,0
2200,1100,41,0
2200,1200,29,0
2200,1300,41,0
2200,1400,33,0
2200,1500,31,1
2200,1600,45,0
2200,1700,47,1
2200,1800,37,0
2200,1900,57,0
2200,2000,37,0
2200,2100,33,0
2200,2200,27,1
2200,2300,35,1
2200,2400,33,0
2200,2500,35,1
2200,2600,35,1
2200,2700,33,0
2200,2800,39,1
2200,2900,29,0
2200,3000,39,1
2200,3100,67,1
2200,3200,35,1
2200,3300,43,1
2200,3400,35,1
2200,3500,41,0
2200,3600,31,1
2200,3700,35,1
2200,3800,35,1
2200,3900,43,1
2200,4000,55,1
2200,4100,37,0
2200,4200,35,1
2200,4300,41,0
2200,4400,31,1
2200,4500,59,1
2200,4600,69,0
2200,4700,35,1
2200,4800,33,0
2200,4900,45,0
2200,5000,43,1
2200,5100,45,0
2200,5200,45,0
2200,5300,47,1
2200,5400,49,0
2200,5500,33,0
2200,5600,51,1
2200,5700,35,1
2200,5800,41,0
2200,5900,41,0
2200,6000,29,0
2200,6100,35,1
2200,6200,35,1
2200,6300,39,1
2200,6400,27,1
2200,6500,35,1
2200,6600,35,1
2200,6700,91,1
2200,6800,47,1
2200,6900,39,1
2200,7000,55,1
2200,7100,35,1
2200,7200,35,1
2200,7300,58,1
2200,7400,39,1
2200,7500,35,1
2200,7600,41,0
2200,7700,39,1
2200,7800,35,1
2200,7900,29,0
2200,8000,43,1
2300,0,53,0
2300,100,29,0
2300,200,37,0
2300,300,33,0
2300,400,33,0
2300,500,31,1
2300,600,37,0
2300,700,41,0
2300,800,40,0
2300,900,33,0
2300,1000,42,1
2300,1100,31,1
2300,1200,33,0
2300,1300,37,0
2300,1400,33,0
2300,1500,31,1
2300,1600,47,1
2300,1700,33,0
2300,1800,29,0
2300,1900,51,1
2300,2000,43,1
2300,2100,36,0
2300,2200,27,1
2300,2300,41,0
2300,2400,33,0
2300,2500,47,1
2300,2600,35,1
2300,2700,33,0
2300,2800,31,1
2300,2900,37,0
2300,3000,51,1
2300,3100,43,1
2300,3200,35,1
2300,3300,37,0
2300,3400,35,1
2300,3500,35,1
2300,3600,34,1
2300,3700,39,1
2300,3800,47,1
2300,3900,35,1
2300,4000,41,0
2300,4100,37,0
2300,4200,35,1
2300,4300,45,0
2300,4400,31,1
2300,4500,41,0
2300,4600,35,1
2300,4700,35,1
2300,4800,37,0
2300,4900,41,0
2300,5000,31,1
2300,5100,41,0
2300,5200,41,0
2300,5300,65,0
2300,5400,35,1
2300,5500,43,1
2300,5600,46,1
2300,5700,39,1
2300,5800,37,0
2300,5900,33,0
2300,6000,29,0
2300,6100,39,1
2300,6200,35,1
2300,6300,39,1
2300,6400,27,1
2300,6500,35,1
2300,6600,35,1
2300,6700,27,1
2300,6800,47,1
2300,6900,61,0
2300,7000,47,1
2300,7100,35,1
2300,7200,39,1
2300,7300,39,1
2300,7400,39,1
2300,7500,47,1
2300,7600,37,0
2300,7700,39,1
2300,7800,35,1
2300,7900,33,0
2300,8000,47,1
2400,0,45,0
2400,100,29,0
2400,200,33,0
2400,300,51,1
2400,400,37,0
2400,500,45,0
2400,600,33,0
2400,700,53,0
2400,800,45,0
2400,900,35,1
2400,1000,37,0
2400,1100,35,1
2400,1200,59,1
2400,1300,41,0
2400,1400,33,0
2400,1500,43,1
2400,1600,29,0
2400,1700,37,0
2400,1800,41,0
2400,1900,69,0
2400,2000,37,0
2400,2100,41,0
2400,2200,69,0
2400,2300,43,1
2400,2400,33,0
2400,2500,33,0
2400,2600,83,1
2400,2700,33,0
2400,2800,35,1
2400,2900,69,0
2400,3000,35,1
2400,3100,45,0
2400,3200,39,1
2400,3300,37,0
2400,3400,35,1
2400,3500,47,1
2400,3600,41,0
2400,3700,27,1
2400,3800,33,0
2400,3900,41,0
2400,4000,33,0
2400,4100,33,0
2400,4200,93,0
2400,4300,45,0
2400,4400,35,1
2400,4500,45,0
2400,4600,37,0
2400,4700,37,0
2400,4800,41,0
2400,4900,41,0
2400,5000,35,1
2400,5100,41,0
2400,5200,41,0
2400,5300,41,0
2400,5400,35,1
2400,5500,39,1
2400,5600,65,0
2400,5700,61,0
2400,5800,41,0
2400,5900,33,0
2400,6000,39,1
2400,6100,41,0
2400,6200,37,0
2400,6300,37,0
2400,6400,55,1
2400,6500,31,1
2400,6600,35,1
2400,6700,35,1
2400,6800,35,1
2400,6900,39,1
2400,7000,39,1
2400,7100,41,0
2400,7200,33,0
2400,7300,33,0
2400,7400,39,1
2400,7500,41,0
2400,7600,31,1
2400,7700,39,1
2400,7800,43,1
2400,7900,29,0
2400,8000,29,0
2500,0,41,0
2500,100,45,0
2500,200,33,0
2500,300,28,0
2500,400,47,1
2500,500,29,0
2500,600,55,1
2500,700,37,0
2500,800,37,0
2500,900,41,0
2500,1000,37,0
2500,1100,51,1
2500,1200,33,0
2500,1300,37,0
2500,1400,39,1
2500,1500,47,1
2500,1600,52,0
2500,1700,37,0
2500,1800,39,1
2500,1900,45,0
2500,2000,25,0
2500,2100,37,0
2500,2200,37,0
2500,2300,25,0
2500,2400,29,0
2500,2500,35,1
2500,2600,37,0
2500,2700,37,0
2500,2800,31,1
2500,2900,35,1
2500,3000,43,1
2500,3100,25,0
2500,3200,35,1
2500,3300,37,0
2500,3400,35,1
2500,3500,53,0
2500,3600,39,1
2500,3700,37,0
2500,3800,51,1
2500,3900,41,0
2500,4000,33,0
2500,4100,37,0
2500,4200,35,1
2500,4300,41,0
2500,4400,31,1
2500,4500,33,0
2500,4600,71,1
2500,4700,35,1
2500,4800,55,1
2500,4900,45,0
2500,5000,27,1
2500,5100,59,1
2500,5200,41,0
2500,5300,35,1
2500,5400,31,1
2500,5500,39,1
2500,5600,55,1
2500,5700,35,1
2500,5800,45,0
2500,5900,43,1
2500,6000,55,1
2500,6100,35,1
2500,6200,39,1
2500,6300,53,0
2500,6400,35,1
2500,6500,31,1
2500,6600,45,0
2500,6700,33,0
2500,6800,31,1
2500,6900,41,0
2500,7000,39,1
2500,7100,39,1
2500,7200,33,0
2500,7300,39,1
2500,7400,35,1
2500,7500,51,1
2500,7600,47,1
2500,7700,53,0
2500,7800,43,1
2500,7900,33,0
2500,8000,39,1
2600,0,29,0
2600,100,29,0
2600,200,37,0
2600,300,33,0
2600,400,33,0
2600,500,31,1
2600,600,61,0
2600,700,41,0
2600,800,35,1
2600,900,25,0
2600,1000,45,0
2600,1100,31,1
2600,1200,29,0
2600,1300,33,0
2600,1400,49,0
2600,1500,31,1
2600,1600,33,0
2600,1700,57,0
2600,1800,29,0
2600,1900,41,0
2600,2000,35,1
2600,2100,45,0
2600,2200,37,0
2600,2300,40,0
2600,2400,37,0
2600,2500,35,1
2600,2600,45,0
2600,2700,33,0
2600,2800,35,1
2600,2900,43,1
2600,3000,53,0
2600,3100,58,1
2600,3200,37,0
2600,3300,33,0
2600,3400,47,1
2600,3500,35,1
2600,3600,35,1
2600,3700,37,0
2600,3800,35,1
2600,3900,75,1
2600,4000,33,0
2600,4100,33,0
2600,4200,33,0
2600,4300,33,0
2600,4400,31,1
2600,4500,31,1
2600,4600,49,0
2600,4700,35,1
2600,4800,45,0
2600,4900,61,0
2600,5000,41,0
2600,5100,61,0
2600,5200,45,0
2600,5300,37,0
2600,5400,32,0
2600,5500,49,0
2600,5600,43,1
2600,5700,35,1
2600,5800,32,0
2600,5900,37,0
2600,6000,29,0
2600,6100,35,1
2600,6200,35,1
2600,6300,39,1
2600,6400,27,1
2600,6500,35,1
2600,6600,35,1
2600,6700,27,1
2600,6800,49,0
2600,6900,33,0
2600,7000,47,1
2600,7100,53,0
2600,7200,33,0
2600,7300,43,1
2600,7400,55,1
2600,7500,35,1
2600,7600,47,1
2600,7700,35,1
2600,7800,41,0
2600,7900,55,1
2600,8000,39,1
2700,0,29,0
2700,100,29,0
2700,200,33,0
2700,300,45,0
2700,400,53,0
2700,500,31,1
2700,600,45,0
2700,700,61,0
2700,800,47,1
2700,900,25,0
2700,1000,65,0
2700,1100,31,1
2700,1200,29,0
2700,1300,37,0
2700,1400,27,1
2700,1500,31,1
2700,1600,43,1
2700,1700,33,0
2700,1800,29,0
2700,1900,33,0
2700,2000,51,1
2700,2100,31,1
2700,2200,37,0
2700,2300,35,1
2700,2400,33,0
2700,2500,43,1
2700,2600,69,0
2700,2700,33,0
2700,2800,47,1
2700,2900,51,1
2700,3000,37,0
2700,3100,35,1
2700,3200,35,1
2700,3300,37,0
2700,3400,37,0
2700,3500,35,1
2700,3600,35,1
2700,3700,39,1
2700,3800,47,1
2700,3900,57,0
2700,4000,33,0
2700,4100,29,0
2700,4200,31,1
2700,4300,35,1
2700,4400,31,1
2700,4500,31,1
2700,4600,41,0
2700,4700,31,1
2700,4800,37,0
2700,4900,41,0
2700,5000,31,1
2700,5100,41,0
2700,5200,45,0
2700,5300,59,1
2700,5400,57,0
2700,5500,33,0
2700,5600,33,0
2700,5700,69,0
2700,5800,39,1
2700,5900,35,1
2700,6000,45,0
2700,6100,39,1
2700,6200,35,1
2700,6300,39,1
2700,6400,45,0
2700,6500,35,1
2700,6600,43,1
2700,6700,69,0
2700,6800,47,1
2700,6900,69,0
2700,7000,35,1
2700,7100,45,0
2700,7200,39,1
2700,7300,58,1
2700,7400,49,0
2700,7500,51,1
2700,7600,49,0
2700,7700,35,1
2700,7800,59,1
2700,7900,55,1
2700,8000,39,1
2800,0,33,0
2800,100,37,0
2800,200,57,0
2800,300,39,1
2800,400,29,0
2800,500,43,1
2800,600,31,1
2800,700,45,0
2800,800,41,0
2800,900,25,0
2800,1000,69,0
2800,1100,27,1
2800,1200,29,0
2800,1300,37,0
2800,1400,35,1
2800,1500,53,0
2800,1600,51,1
2800,1700,47,1
2800,1800,33,0
2800,1900,35,1
2800,2000,69,0
2800,2100,39,1
2800,2200,53,0
2800,2300,33,0
2800,2400,49,0
2800,2500,85,0
2800,2600,37,0
2800,2700,51,1
2800,2800,45,0
2800,2900,39,1
2800,3000,31,1
2800,3100,37,0
2800,3200,35,1
2800,3300,37,0
2800,3400,35,1
2800,3500,41,0
2800,3600,89,0
2800,3700,31,1
2800,3800,31,1
2800,3900,39,1
2800,4000,39,1
2800,4100,27,1
2800,4200,31,1
2800,4300,49,0
2800,4400,31,1
2800,4500,49,0
2800,4600,39,1
2800,4700,61,0
2800,4800,37,0
2800,4900,73,0
2800,5000,47,1
2800,5100,61,0
2800,5200,39,1
2800,5300,37,0
2800,5400,47,1
2800,5500,31,1
2800,5600,31,1
2800,5700,31,1
2800,5800,31,1
2800,5900,37,0
2800,6000,45,0
2800,6100,31,1
2800,6200,49,0
2800,6300,31,1
2800,6400,53,0
2800,6500,39,1
2800,6600,31,1
2800,6700,29,0
2800,6800,69,0
2800,6900,43,1
2800,7000,37,0
2800,7100,37,0
2800,7200,31,1
2800,7300,57,0
2800,7400,42,1
2800,7500,39,1
2800,7600,35,1
2800,7700,37,0
2800,7800,31,1
2800,7900,43,1
2800,8000,49,0
2900,0,33,0
2900,100,37,0
2900,200,41,0
2900,300,49,0
2900,400,39,1
2900,500,43,1
2900,600,47,1
2900,700,37,0
2900,800,37,0
2900,900,43,1
2900,1000,45,0
2900,1100,35,1
2900,1200,47,1
2900,1300,49,0
2900,1400,45,0
2900,1500,33,0
2900,1600,45,0
2900,1700,35,1
2900,1800,39,1
2900,1900,53,0
2900,2000,37,0
2900,2100,45,0
2900,2200,38,1
2900,2300,43,1
2900,2400,47,1
2900,2500,39,1
2900,2600,35,1
2900,2700,25,0
2900,2800,37,0
2900,2900,63,1
2900,3000,39,1
2900,3100,45,0
2900,3200,35,1
2900,3300,37,0
2900,3400,19,1
2900,3500,81,0
2900,3600,44,0
2900,3700,39,1
2900,3800,35,1
2900,3900,37,0
2900,4000,35,1
2900,4100,35,1
2900,4200,43,1
2900,4300,45,0
2900,4400,43,1
2900,4500,71,1
2900,4600,125,0
2900,4700,35,1
2900,4800,39,1
2900,4900,45,0
2900,5000,51,1
2900,5100,51,1
2900,5200,62,1
2900,5300,37,0
2900,5400,43,1
2900,5500,43,1
2900,5600,51,1
2900,5700,51,1
2900,5800,49,0
2900,5900,37,0
2900,6000,43,1
2900,6100,47,1
2900,6200,43,1
2900,6300,37,0
2900,6400,59,1
2900,6500,35,1
2900,6600,35,1
2900,6700,37,0
2900,6800,67,1
2900,6900,49,0
2900,7000,43,1
2900,7100,35,1
2900,7200,35,1
2900,7300,51,1
2900,7400,41,0
2900,7500,35,1
2900,7600,41,0
2900,7700,43,1
2900,7800,35,1
2900,7900,39,1
2900,8000,35,1
3000,0,29,0
3000,100,33,0
3000,200,33,0
3000,300,37,0
3000,400,43,1
3000,500,32,0
3000,600,41,0
3000,700,45,0
3000,800,45,0
3000,900,25,0
3000,1000,41,0
3000,1100,45,0
3000,1200,29,0
3000,1300,37,0
3000,1400,41,0
3000,1500,31,1
3000,1600,53,0
3000,1700,41,0
3000,1800,29,0
3000,1900,37,0
3000,2000,43,1
3000,2100,33,0
3000,2200,27,1
3000,2300,39,1
3000,2400,49,0
3000,2500,35,1
3000,2600,35,1
3000,2700,33,0
3000,2800,31,1
3000,2900,43,1
3000,3000,39,1
3000,3100,33,0
3000,3200,35,1
3000,3300,37,0
3000,3400,35,1
3000,3500,33,0
3000,3600,35,1
3000,3700,35,1
3000,3800,35,1
3000,3900,33,0
3000,4000,45,0
3000,4100,29,0
3000,4200,33,0
3000,4300,41,0
3000,4400,31,1
3000,4500,46,1
3000,4600,31,1
3000,4700,45,0
3000,4800,45,0
3000,4900,49,0
3000,5000,37,0
3000,5100,49,0
3000,5200,55,1
3000,5300,47,1
3000,5400,31,1
3000,5500,33,0
3000,5600,43,1
3000,5700,45,0
3000,5800,45,0
3000,5900,35,1
3000,6000,51,1
3000,6100,35,1
3000,6200,33,0
3000,6300,47,1
3000,6400,49,0
3000,6500,31,1
3000,6600,45,0
3000,6700,59,1
3000,6800,53,0
3000,6900,38,1
3000,7000,33,0
3000,7100,33,0
3000,7200,35,1
3000,7300,58,1
3000,7400,42,1
3000,7500,41,0
3000,7600,27,1
3000,7700,41,0
3000,7800,35,1
3000,7900,29,0
3000,8000,35,1
3100,0,29,0
3100,100,29,0
3100,200,33,0
3100,300,28,0
3100,400,39,1
3100,500,32,0
3100,600,41,0
3100,700,29,0
3100,800,37,0
3100,900,25,0
3100,1000,29,0
3100,1100,29,0
3100,1200,29,0
3100,1300,37,0
3100,1400,31,1
3100,1500,31,1
3100,1600,35,1
3100,1700,29,0
3100,1800,29,0
3100,1900,53,0
3100,2000,47,1
3100,2100,45,0
3100,2200,35,1
3100,2300,41,0
3100,2400,33,0
3100,2500,35,1
3100,2600,31,1
3100,2700,127,1
3100,2800,29,0
3100,2900,50,1
3100,3000,39,1
3100,3100,69,0
3100,3200,35,1
3100,3300,49,0
3100,3400,39,1
3100,3500,33,0
3100,3600,47,1
3100,3700,35,1
3100,3800,35,1
3100,3900,41,0
3100,4000,41,0
3100,4100,29,0
3100,4200,31,1
3100,4300,41,0
3100,4400,33,0
3100,4500,58,1
3100,4600,51,1
3100,4700,35,1
3100,4800,25,0
3100,4900,41,0
3100,5000,31,1
3100,5100,41,0
3100,5200,41,0
3100,5300,35,1
3100,5400,31,1
3100,5500,43,1
3100,5600,49,0
3100,5700,39,1
3100,5800,61,0
3100,5900,41,0
3100,6000,41,0
3100,6100,39,1
3100,6200,35,1
3100,6300,37,0
3100,6400,49,0
3100,6500,31,1
3100,6600,43,1
3100,6700,41,0
3100,6800,47,1
3100,6900,45,0
3100,7000,47,1
3100,7100,31,1
3100,7200,35,1
3100,7300,59,1
3100,7400,41,0
3100,7500,50,1
3100,7600,41,0
3100,7700,51,1
3100,7800,39,1
3100,7900,29,0
3100,8000,29,0
3200,0,45,0
3200,100,37,0
3200,200,41,0
3200,300,33,0
3200,400,47,1
3200,500,39,1
3200,600,41,0
3200,700,37,0
3200,800,37,0
3200,900,25,0
3200,1000,33,0
3200,1100,43,1
3200,1200,29,0
3200,1300,39,1
3200,1400,41,0
3200,1500,33,0
3200,1600,35,1
3200,1700,33,0
3200,1800,41,0
3200,1900,49,0
3200,2000,41,0
3200,2100,33,0
3200,2200,33,0
3200,2300,41,0
3200,2400,45,0
3200,2500,48,0
3200,2600,27,1
3200,2700,39,1
3200,2800,47,1
3200,2900,55,1
3200,3000,43,1
3200,3100,41,0
3200,3200,31,1
3200,3300,43,1
3200,3400,35,1
3200,3500,31,1
3200,3600,45,0
3200,3700,35,1
3200,3800,35,1
3200,3900,41,0
3200,4000,63,1
3200,4100,29,0
3200,4200,25,0
3200,4300,49,0
3200,4400,47,1
3200,4500,39,1
3200,4600,41,0
3200,4700,55,1
3200,4800,55,1
3200,4900,35,1
3200,5000,39,1
3200,5100,35,1
3200,5200,39,1
3200,5300,29,0
3200,5400,33,0
3200,5500,47,1
3200,5600,51,1
3200,5700,39,1
3200,5800,47,1
3200,5900,39,1
3200,6000,39,1
3200,6100,25,0
3200,6200,37,0
3200,6300,37,0
3200,6400,61,0
3200,6500,47,1
3200,6600,35,1
3200,6700,59,1
3200,6800,55,1
3200,6900,57,0
3200,7000,51,1
3200,7100,31,1
3200,7200,35,1
3200,7300,39,1
3200,7400,41,0
3200,7500,33,0
3200,7600,41,0
3200,7700,39,1
3200,7800,33,0
3200,7900,49,0
3200,8000,51,1
3300,0,41,0
3300,100,33,0
3300,200,41,0
3300,300,33,0
3300,400,41,0
3300,500,61,0
3300,600,37,0
3300,700,75,1
3300,800,41,0
3300,900,53,0
3300,1000,29,0
3300,1100,33,0
3300,1200,52,0
3300,1300,47,1
3300,1400,49,0
3300,1500,37,0
3300,1600,37,0
3300,1700,53,0
3300,1800,53,0
3300,1900,31,1
3300,2000,49,0
3300,2100,45,0
3300,2200,53,0
3300,2300,39,1
3300,2400,49,0
3300,2500,33,0
3300,2600,111,1
3300,2700,39,1
3300,2800,37,0
3300,2900,33,0
3300,3000,37,0
3300,3100,45,0
3300,3200,41,0
3300,3300,51,1
3300,3400,33,0
3300,3500,49,0
3300,3600,37,0
3300,3700,45,0
3300,3800,33,0
3300,3900,33,0
3300,4000,33,0
3300,4100,45,0
3300,4200,31,1
3300,4300,53,0
3300,4400,33,0
3300,4500,35,1
3300,4600,79,1
3300,4700,47,1
3300,4800,39,1
3300,4900,43,1
3300,5000,47,1
3300,5100,43,1
3300,5200,35,1
3300,5300,29,0
3300,5400,33,0
3300,5500,45,0
3300,5600,43,1
3300,5700,35,1
3300,5800,57,0
3300,5900,47,1
3300,6000,27,1
3300,6100,43,1
3300,6200,33,0
3300,6300,27,1
3300,6400,35,1
3300,6500,35,1
3300,6600,45,0
3300,6700,37,0
3300,6800,39,1
3300,6900,35,1
3300,7000,35,1
3300,7100,41,0
3300,7200,57,0
3300,7300,39,1
3300,7400,35,1
3300,7500,57,0
3300,7600,39,1
3300,7700,47,1
3300,7800,39,1
3300,7900,55,1
3300,8000,51,1
3400,0,37,0
3400,100,29,0
3400,200,43,1
3400,300,37,0
3400,400,39,1
3400,500,41,0
3400,600,33,0
3400,700,33,0
3400,800,33,0
3400,900,35,1
3400,1000,31,1
3400,1100,55,1
3400,1200,45,0
3400,1300,45,0
3400,1400,41,0
3400,1500,37,0
3400,1600,33,0
3400,1700,25,0
3400,1800,45,0
3400,1900,53,0
3400,2000,85,0
3400,2100,43,1
3400,2200,47,1
3400,2300,39,1
3400,2400,37,0
3400,2500,55,1
3400,2600,33,0
3400,2700,45,0
3400,2800,65,0
3400,2900,31,1
3400,3000,31,1
3400,3100,33,0
3400,3200,49,0
3400,3300,31,1
3400,3400,31,1
3400,3500,43,1
3400,3600,41,0
3400,3700,39,1
3400,3800,37,0
3400,3900,35,1
3400,4000,61,0
3400,4100,27,1
3400,4200,35,1
3400,4300,31,1
3400,4400,27,1
3400,4500,53,0
3400,4600,31,1
3400,4700,41,0
3400,4800,35,1
3400,4900,35,1
3400,5000,35,1
3400,5100,73,0
3400,5200,39,1
3400,5300,29,0
3400,5400,31,1
3400,5500,35,1
3400,5600,31,1
3400,5700,31,1
3400,5800,39,1
3400,5900,39,1
3400,6000,35,1
3400,6100,31,1
3400,6200,37,0
3400,6300,39,1
3400,6400,79,1
3400,6500,31,1
3400,6600,27,1
3400,6700,35,1
3400,6800,35,1
3400,6900,31,1
3400,7000,38,1
3400,7100,57,0
3400,7200,37,0
3400,7300,35,1
3400,7400,35,1
3400,7500,41,0
3400,7600,35,1
3400,7700,35,1
3400,7800,65,0
3400,7900,29,0
3400,8000,59,1
3500,0,33,0
3500,100,33,0
3500,200,43,1
3500,300,33,0
3500,400,33,0
3500,500,41,0
3500,600,33,0
3500,700,39,1
3500,800,33,0
3500,900,57,0
3500,1000,31,1
3500,1100,43,1
3500,1200,45,0
3500,1300,45,0
3500,1400,57,0
3500,1500,33,0
3500,1600,33,0
3500,1700,47,1
3500,1800,37,0
3500,1900,53,0
3500,2000,51,1
3500,2100,47,1
3500,2200,35,1
3500,2300,32,0
3500,2400,33,0
3500,2500,33,0
3500,2600,33,0
3500,2700,43,1
3500,2800,57,0
3500,2900,31,1
3500,3000,35,1
3500,3100,32,0
3500,3200,49,0
3500,3300,43,1
3500,3400,33,0
3500,3500,53,0
3500,3600,33,0
3500,3700,57,0
3500,3800,31,1
3500,3900,39,1
3500,4000,33,0
3500,4100,55,1
3500,4200,35,1
3500,4300,40,0
3500,4400,27,1
3500,4500,47,1
3500,4600,35,1
3500,4700,36,0
3500,4800,43,1
3500,4900,39,1
3500,5000,35,1
3500,5100,31,1
3500,5200,39,1
3500,5300,33,0
3500,5400,43,1
3500,5500,69,0
3500,5600,39,1
